DATE,DID,ROUTE,SID,TIME,VID,timestamp
2018-11-12,12___O_F00,12,4665,1542010739.0,8728,2018-11-12 08:18:59-08:00
2018-11-12,12___O_F00,12,5853,1542010739.0,8776,2018-11-12 08:18:59-08:00
2018-11-12,14___I_F00,14,5553,1542010739.0,7283,2018-11-12 08:18:59-08:00
2018-11-12,12___I_F00,12,7552,1542010739.0,8927,2018-11-12 08:18:59-08:00
2018-11-12,14___I_F00,14,5336,1542010769.0,7272,2018-11-12 08:19:29-08:00
2018-11-12,14___I_F00,14,5613,1542010769.0,7250,2018-11-12 08:19:29-08:00
2018-11-12,14___I_F00,14,5336,1542010784.0,7220,2018-11-12 08:19:44-08:00
2018-11-12,12___O_F00,12,3486,1542010784.0,8766,2018-11-12 08:19:44-08:00
2018-11-12,12___I_F00,12,4681,1542010784.0,8927,2018-11-12 08:19:44-08:00
2018-11-12,14___I_F00,14,5693,1542010784.0,7244,2018-11-12 08:19:44-08:00
2018-11-12,14___I_F00,14,7945,1542010784.0,7244,2018-11-12 08:19:44-08:00
2018-11-12,14___I_F00,14,5530,1542010784.0,7244,2018-11-12 08:19:44-08:00
2018-11-12,14___O_F00,14,5534,1542010784.0,7254,2018-11-12 08:19:44-08:00
2018-11-12,14___I_F00,14,5531,1542010784.0,7232,2018-11-12 08:19:44-08:00
2018-11-12,14___I_F00,14,36498,1542010784.0,7244,2018-11-12 08:19:44-08:00
2018-11-12,14___O_F00,14,5626,1542010784.0,7286,2018-11-12 08:19:44-08:00
